,Source,Destination,Capacity,Airline
7591,MIA,GSO,50,AA
7592,MIA,GUA,162,AA
7593,MIA,GYE,162,AA
7594,MIA,GYE,269,AA
7595,MIA,GYE,178,AA
7596,MIA,IAD,162,AA
7597,MIA,IAH,162,AA
7598,MIA,IND,50,AA
7599,MIA,JAX,50,AA
7600,MIA,JAX,44,AA
7601,MIA,JFK,269,AA
7602,MIA,JFK,178,AA
7603,MIA,JFK,162,AA
7604,MIA,KIN,162,AA
7605,MIA,LAS,162,AA
7606,MIA,LAS,178,AA
7607,MIA,LAX,305,AA
7608,MIA,LAX,269,AA
7609,MIA,LAX,178,AA
7610,MIA,LAX,162,AA
7611,MIA,LGA,162,AA
7612,MIA,LHR,396.0,AA
7613,MIA,LHR,305,AA
7614,MIA,LIM,269,AA
7615,MIA,LIM,178,AA
7616,MIA,LIR,162,AA
7617,MIA,LPB,178,AA
7618,MIA,LRM,50,AA
7619,MIA,MAD,293,AA
7620,MIA,MAD,269,AA
7621,MIA,MAD,303,AA
7622,MIA,MAO,269,AA
7623,MIA,MAO,162,AA
7624,MIA,MAR,178,AA
7625,MIA,MBJ,162,AA
7626,MIA,MBJ,178,AA
7627,MIA,MCO,178,AA
7628,MIA,MCO,162,AA
7629,MIA,MDE,162,AA
7630,MIA,MEM,50,AA
7631,MIA,MEX,162,AA
7632,MIA,MGA,162,AA
7633,MIA,MHH,44,AA
7634,MIA,MSP,162,AA
7635,MIA,MSY,162,AA
7636,MIA,MVD,269,AA
7637,MIA,MXP,269,AA
7638,MIA,NAS,50,AA
7639,MIA,NAS,44,AA
7640,MIA,ORD,162,AA
7641,MIA,ORD,269,AA
7642,MIA,ORF,50,AA
7643,MIA,PAP,162,AA
7644,MIA,PAP,269,AA
7645,MIA,PAP,178,AA
7646,MIA,PHL,150,AA
7647,MIA,PHL,162,AA
7648,MIA,PHL,186,AA
7649,MIA,PHL,178,AA
7650,MIA,PHX,162,AA
7651,MIA,PIT,50,AA
7652,MIA,PLS,178,AA
7653,MIA,PNS,50,AA
7654,MIA,POP,178,AA
7655,MIA,POS,178,AA
7656,MIA,PTP,162,AA
7657,MIA,PTY,162,AA
7658,MIA,PUJ,162,AA
7659,MIA,PUJ,178,AA
7660,MIA,RDU,162,AA
7661,MIA,REC,178,AA
7662,MIA,RIC,50,AA
7663,MIA,RTB,162,AA
7664,MIA,SAL,162,AA
7665,MIA,SAN,162,AA
7666,MIA,SAP,162,AA
7667,MIA,SCL,269,AA
7668,MIA,SDF,50,AA
7669,MIA,SDQ,178,AA
7670,MIA,SDQ,269,AA
7671,MIA,SEA,178,AA
7672,MIA,SFO,269,AA
7673,MIA,SFO,178,AA
7674,MIA,SFO,162,AA
7675,MIA,SJO,178,AA
7676,MIA,SJO,162,AA
7677,MIA,SJU,162,AA
7678,MIA,SJU,178,AA
7679,MIA,SKB,162,AA
7680,MIA,SSA,178,AA
7681,MIA,STI,178,AA
7682,MIA,STI,162,AA
7683,MIA,STL,162,AA
7684,MIA,STT,178,AA
7685,MIA,STX,162,AA
7686,MIA,SXM,178,AA
7687,MIA,SXM,162,AA
7688,MIA,TGU,178,AA
7689,MIA,TLH,50,AA
7690,MIA,TLH,44,AA
7691,MIA,TPA,162,AA
7692,MIA,TUL,162,AA
7693,MIA,TXL,293,AA
7694,MIA,UIO,178,AA
7695,MIA,UVF,178,AA
7696,MIA,YUL,162,AA
7697,MIA,YYZ,162,AA
7698,MKE,CLT,70,AA
7699,MKE,CLT,70,AA
7700,MKE,CLT,80,AA
7701,MKE,DFW,172,AA
7702,MKE,DFW,172,AA
7703,MKE,ORD,70,AA
7704,MKE,PHL,70,AA
7705,MKE,PHX,150,AA
7706,MKE,PHX,124,AA
7707,MLB,CLT,70,AA
7708,MLI,DFW,44,AA
7709,MLI,DFW,50,AA
7710,MLI,ORD,50,AA
7711,MLI,ORD,44,AA
7712,MLM,DFW,50,AA
7713,MLU,DFW,50,AA
7714,MLU,DFW,70,AA
7715,MMH,LAX,70,AA
7716,MOB,CLT,70,AA
7717,MOB,DFW,50,AA
7718,MOB,DFW,70,AA
7719,MQT,ORD,50,AA
7720,MRS,LHR,124,AA
7721,MRY,LAX,70,AA
7722,MRY,PHX,70,AA
7723,MSN,DFW,50,AA
7724,MSN,DFW,70,AA
7725,MSN,ORD,50,AA
7726,MSN,ORD,44,AA
7727,MSP,CLT,124,AA
7728,MSP,CLT,150,AA
7729,MSP,CLT,186,AA
7730,MSP,DCA,78,AA
7731,MSP,DCA,70,AA
7732,MSP,DFW,172,AA
7733,MSP,DFW,172,AA
7734,MSP,DFW,162,AA
7735,MSP,MIA,162,AA
7736,MSP,ORD,78,AA
7737,MSP,ORD,70,AA
7738,MSP,PHL,124,AA
7739,MSP,PHL,98,AA
7740,MSP,PHX,150,AA
7741,MSP,PHX,186,AA
7742,MSP,PHX,124,AA
7743,MSY,CLT,124,AA
7744,MSY,CLT,150,AA
7745,MSY,CLT,78,AA
7746,MSY,CLT,80,AA
7747,MSY,CLT,70,AA
7748,MSY,DCA,78,AA
7749,MSY,DCA,70,AA
7750,MSY,DCA,124,AA
7751,MSY,DFW,172,AA
7752,MSY,DFW,172,AA
7753,MSY,MIA,162,AA
7754,MSY,ORD,78,AA
7755,MSY,PHL,124,AA
7756,MSY,PHL,98,AA
7757,MSY,PHL,78,AA
7758,MTY,DFW,172,AA
7759,MTY,DFW,172,AA
7760,MUC,LHR,186,AA
7761,MUC,LHR,150,AA
7762,MUC,LHR,124,AA
7763,MUC,PHL,335,AA
7764,MVD,MIA,269,AA
7765,MXP,JFK,269,AA
7766,MXP,LHR,124,AA
7767,MXP,LHR,150,AA
7768,MXP,MIA,269,AA
7769,MYR,CLT,50,AA
7770,MYR,CLT,70,AA
7771,MYR,CLT,80,AA
7772,MYR,DCA,70,AA
7773,MYR,PHL,70,AA
7774,MYR,PHL,78,AA
7775,MZT,DFW,44,AA
7776,MZT,DFW,50,AA
7777,MZT,PHX,150,AA
7778,MZT,PHX,124,AA
7779,NAN,LAX,293,AA
7780,NAS,CLT,124,AA
7781,NAS,CLT,126,AA
7782,NAS,DCA,124,AA
7783,NAS,DFW,162,AA
7784,NAS,MIA,50,AA
7785,NAS,MIA,44,AA
7786,NAS,PHL,124,AA
7787,NAS,PHL,150,AA
7788,NBO,LHR,416,AA
7789,NCE,LHR,124,AA
7790,NCE,LHR,150,AA
7791,NCE,LHR,186,AA
7792,NCL,LHR,124,AA
7793,NCL,LHR,186,AA
7794,NCL,LHR,150,AA
7795,NGO,HNL,305,AA
7796,NGO,NRT,310.0,AA
7797,NRT,BKK,269,AA
7798,NRT,BOS,310.0,AA
7799,NRT,CTS,386,AA
7800,NRT,DFW,305,AA
7801,NRT,FUK,126,AA
7802,NRT,HAN,269,AA
7803,NRT,HKG,269,AA
7804,NRT,HNL,310.0,AA
7805,NRT,HNL,305,AA
7806,NRT,ICN,126,AA
7807,NRT,ITM,126,AA
7808,NRT,ITM,386,AA
7809,NRT,JFK,386,AA
7810,NRT,JFK,310.0,AA
7811,NRT,KHH,269,AA
7812,NRT,KUL,269,AA
7813,NRT,LAX,305,AA
7814,NRT,LAX,386,AA
7815,NRT,NGO,310.0,AA
7816,NRT,ORD,386,AA
7817,NRT,ORD,305,AA
7818,NRT,PUS,126,AA
7819,NRT,SAN,310.0,AA
7820,NRT,SGN,269,AA
7821,NRT,SIN,269,AA
7822,NRT,TPE,126,AA
7823,NRT,YVR,310.0,AA
7824,OAJ,CLT,50,AA
7825,OAJ,CLT,70,AA
7826,OAJ,DCA,70,AA
7827,OAK,HNL,126,AA
7828,OAK,KOA,126,AA
7829,OAK,LIH,126,AA
7830,OAK,OGG,126,AA
7831,OAK,PDX,70,AA
7832,OAK,PHX,124,AA
7833,OAK,PHX,80,AA
7834,OAK,SEA,126,AA
7835,OGG,DFW,269,AA
7836,OGG,LAX,178,AA
7837,OGG,OAK,126,AA
7838,OGG,PHX,178,AA
7839,OGG,SJC,126,AA
7840,OGG,SMF,126,AA
7841,OKC,DFW,172,AA
7842,OKC,DFW,172,AA
7843,OKC,LAX,70,AA
7844,OKC,ORD,70,AA
7845,OKC,ORD,50,AA
7846,OMA,CLT,80,AA
7847,OMA,DCA,70,AA
7848,OMA,DFW,172,AA
7849,OMA,DFW,172,AA
7850,OMA,ORD,78,AA
7851,OMA,ORD,50,AA
7852,OMA,ORD,70,AA
7853,OMA,PHX,124,AA
7854,ONT,DFW,172,AA
7855,ONT,DFW,172,AA
7856,ONT,PDX,70,AA
7857,ONT,PHX,150,AA
7858,ONT,PHX,124,AA
7859,ONT,SEA,126,AA
7860,ORD,ABQ,78,AA
7861,ORD,ALO,44,AA
7862,ORD,AMM,303,AA
7863,ORD,ART,44,AA
7864,ORD,ATL,78,AA
7865,ORD,ATL,70,AA
7866,ORD,AUH,305,AA
7867,ORD,AUS,172,AA
7868,ORD,AUS,172,AA
7869,ORD,AZO,50,AA
7870,ORD,AZO,44,AA
7871,ORD,BDL,50,AA
7872,ORD,BDL,78,AA
7873,ORD,BMI,50,AA
7874,ORD,BMI,44,AA
7875,ORD,BNA,50,AA
7876,ORD,BNA,44,AA
7877,ORD,BNA,70,AA
7878,ORD,BNA,78,AA
7879,ORD,BOS,162,AA
7880,ORD,BUF,50,AA
7881,ORD,BUF,70,AA
7882,ORD,BUF,78,AA
7883,ORD,BWI,78,AA
7884,ORD,BWI,50,AA
7885,ORD,BWI,70,AA
7886,ORD,CDG,269,AA
7887,ORD,CHA,50,AA
7888,ORD,CHA,44,AA
7889,ORD,CHO,70,AA
7890,ORD,CID,50,AA
7891,ORD,CLE,50,AA
7892,ORD,CLE,70,AA
7893,ORD,CLE,44,AA
7894,ORD,CLT,186,AA
7895,ORD,CLT,150,AA
7896,ORD,CLT,98,AA
7897,ORD,CLT,124,AA
7898,ORD,CMH,50,AA
7899,ORD,CMH,70,AA
7900,ORD,CMH,44,AA
7901,ORD,CMI,50,AA
7902,ORD,CMI,44,AA
7903,ORD,COU,50,AA
7904,ORD,COU,44,AA
7905,ORD,CUN,162,AA
7906,ORD,CVG,50,AA
7907,ORD,CWA,44,AA
7908,ORD,CWA,50,AA
7909,ORD,DAY,50,AA
7910,ORD,DBQ,44,AA
7911,ORD,DBQ,50,AA
7912,ORD,DCA,162,AA
7913,ORD,DCA,172,AA
7914,ORD,DCA,172,AA
7915,ORD,DEN,172,AA
7916,ORD,DEN,172,AA
7917,ORD,DFW,172,AA
7918,ORD,DFW,172,AA
7919,ORD,DFW,162,AA
7920,ORD,DOH,305,AA
7921,ORD,DSM,44,AA
7922,ORD,DSM,50,AA
7923,ORD,DSM,78,AA
7924,ORD,DTW,44,AA
7925,ORD,DTW,78,AA
7926,ORD,DTW,50,AA
7927,ORD,DTW,70,AA
7928,ORD,DUB,269,AA
7929,ORD,DUS,269,AA
7930,ORD,ELP,78,AA
7931,ORD,EVV,50,AA
7932,ORD,EVV,44,AA
7933,ORD,EWR,70,AA
7934,ORD,EWR,78,AA
7935,ORD,FAR,50,AA
7936,ORD,FCO,269,AA
7937,ORD,FLL,162,AA
7938,ORD,FNT,50,AA
7939,ORD,FNT,44,AA
7940,ORD,FSD,50,AA
7941,ORD,FSD,44,AA
7942,ORD,FWA,44,AA
7943,ORD,FWA,50,AA
7944,ORD,GRB,50,AA
7945,ORD,GRR,50,AA
7946,ORD,GRR,44,AA
7947,ORD,HKG,386,AA
7948,ORD,HPN,44,AA
7949,ORD,HSV,50,AA
7950,ORD,IAH,70,AA
7951,ORD,ICT,70,AA
7952,ORD,IND,50,AA
7953,ORD,IND,44,AA
7954,ORD,IND,78,AA
7955,ORD,IND,70,AA
7956,ORD,JAX,50,AA
7957,ORD,JAX,70,AA
7958,ORD,JFK,162,AA
7959,ORD,LAS,172,AA
7960,ORD,LAS,162,AA
7961,ORD,LAX,162,AA
7962,ORD,LEX,44,AA
7963,ORD,LEX,50,AA
7964,ORD,LGA,162,AA
7965,ORD,LHR,269,AA
7966,ORD,LHR,305,AA
7967,ORD,LIT,50,AA
7968,ORD,LIT,70,AA
7969,ORD,LSE,50,AA
7970,ORD,LSE,44,AA
7971,ORD,MAD,293,AA
7972,ORD,MAN,269,AA
7973,ORD,MBJ,162,AA
7974,ORD,MCI,50,AA
7975,ORD,MCI,70,AA
7976,ORD,MCI,78,AA
7977,ORD,MCI,44,AA
7978,ORD,MCO,162,AA
7979,ORD,MCO,172,AA
7980,ORD,MCO,172,AA
7981,ORD,MDT,44,AA
7982,ORD,MDT,70,AA
7983,ORD,MEM,70,AA
7984,ORD,MEM,50,AA
7985,ORD,MEM,44,AA
7986,ORD,MEX,162,AA
7987,ORD,MHK,44,AA
7988,ORD,MHK,50,AA
7989,ORD,MIA,162,AA
7990,ORD,MIA,269,AA
7991,ORD,MKE,70,AA
7992,ORD,MLI,44,AA
7993,ORD,MLI,50,AA
7994,ORD,MQT,50,AA
7995,ORD,MSN,50,AA
7996,ORD,MSN,44,AA
7997,ORD,MSP,78,AA
7998,ORD,MSP,70,AA
7999,ORD,MSY,78,AA
8000,ORD,NRT,386,AA
8001,ORD,NRT,305,AA
8002,ORD,OKC,50,AA
8003,ORD,OKC,70,AA
8004,ORD,OMA,78,AA
8005,ORD,OMA,50,AA
8006,ORD,OMA,70,AA
8007,ORD,PBI,172,AA
8008,ORD,PBI,162,AA
8009,ORD,PBI,172,AA
8010,ORD,PDX,162,AA
8011,ORD,PEK,305,AA
8012,ORD,PHL,150,AA
8013,ORD,PHL,186,AA
8014,ORD,PHL,124,AA
8015,ORD,PHL,98,AA
8016,ORD,PHX,186,AA
8017,ORD,PHX,162,AA
8018,ORD,PHX,172,AA
8019,ORD,PHX,150,AA
8020,ORD,PHX,172,AA
8021,ORD,PIA,50,AA
8022,ORD,PIA,44,AA
8023,ORD,PIT,78,AA
8024,ORD,PIT,70,AA
8025,ORD,PIT,50,AA
8026,ORD,PSP,172,AA
8027,ORD,PVG,305,AA
8028,ORD,PVR,172,AA
8029,ORD,RDU,162,AA
8030,ORD,RDU,172,AA
8031,ORD,RDU,172,AA
8032,ORD,RIC,44,AA
8033,ORD,RNO,162,AA
8034,ORD,ROC,44,AA
8035,ORD,ROC,50,AA
8036,ORD,RST,44,AA
8037,ORD,RST,50,AA
8038,ORD,RSW,172,AA
8039,ORD,RSW,162,AA
8040,ORD,SAN,162,AA
8041,ORD,SAT,70,AA
8042,ORD,SAT,78,AA
8043,ORD,SDF,44,AA
8044,ORD,SDF,50,AA
8045,ORD,SDF,78,AA
8046,ORD,SEA,162,AA
8047,ORD,SFO,162,AA
8048,ORD,SGF,44,AA
8049,ORD,SGF,50,AA
8050,ORD,SJC,162,AA
8051,ORD,SJD,172,AA
8052,ORD,SJD,162,AA
8053,ORD,SJU,162,AA
8054,ORD,SLC,78,AA
8055,ORD,SLC,70,AA
8056,ORD,SNA,162,AA
8057,ORD,STL,172,AA
8058,ORD,STL,172,AA
8059,ORD,STL,162,AA
8060,ORD,SUX,50,AA
8061,ORD,SUX,44,AA
8062,ORD,SYR,70,AA
8063,ORD,SYR,50,AA
8064,ORD,TOL,44,AA
8065,ORD,TOL,50,AA
8066,ORD,TPA,172,AA
8067,ORD,TPA,162,AA
8068,ORD,TPA,172,AA
8069,ORD,TUL,162,AA
8070,ORD,TUS,172,AA
8071,ORD,TUS,172,AA
8072,ORD,TVC,44,AA
8073,ORD,TVC,50,AA
8074,ORD,TXL,293,AA
8075,ORD,TYS,44,AA
8076,ORD,TYS,50,AA
8077,ORD,XNA,50,AA
8078,ORD,XNA,70,AA
8079,ORD,XNA,44,AA
8080,ORD,YKF,50,AA
8081,ORD,YKF,44,AA
8082,ORD,YUL,70,AA
8083,ORD,YVR,126,AA
8084,ORD,YYC,126,AA
8085,ORD,YYZ,70,AA
8086,ORD,YYZ,78,AA
8087,ORD,YYZ,50,AA
8088,ORF,CLT,124,AA
8089,ORF,DCA,50,AA
8090,ORF,DFW,172,AA
8091,ORF,DFW,172,AA
8092,ORF,JFK,50,AA
8093,ORF,LGA,44,AA
8094,ORF,MIA,50,AA
8095,ORF,PHL,50,AA
8096,ORY,EWR,178,AA
8097,ORY,JFK,178,AA
8098,OSL,LHR,124,AA
8099,OSL,LHR,150,AA
8100,OTP,LHR,150,AA
8101,PAP,FLL,162,AA
8102,PAP,JFK,269,AA
8103,PAP,MIA,162,AA
8104,PAP,MIA,269,AA
8105,PAP,MIA,178,AA
8106,PBC,DFW,44,AA
8107,PBI,CLT,126,AA
8108,PBI,CLT,150,AA
8109,PBI,CLT,124,AA
8110,PBI,DCA,78,AA
8111,PBI,DCA,70,AA
8112,PBI,DFW,162,AA
8113,PBI,LAX,162,AA
8114,PBI,LGA,162,AA
8115,PBI,ORD,172,AA
8116,PBI,ORD,162,AA
8117,PBI,ORD,172,AA
8118,PBI,PHL,98,AA
8119,PBI,PHL,124,AA
8120,PDX,BOS,126,AA
8121,PDX,BUR,70,AA
8122,PDX,CLT,150,AA
8123,PDX,DCA,126,AA
8124,PDX,DFW,172,AA
8125,PDX,LAX,126,AA
8126,PDX,LGB,70,AA
8127,PDX,OAK,70,AA
8128,PDX,ONT,70,AA
8129,PDX,ORD,162,AA
8130,PDX,PHL,150,AA
8131,PDX,PHX,186,AA
8132,PDX,PHX,150,AA
8133,PDX,PHX,124,AA
8134,PDX,SAN,126,AA
8135,PDX,SFO,70,AA
8136,PDX,SFO,126,AA
8137,PDX,SJC,126,AA
8138,PDX,SJC,70,AA
8139,PDX,SNA,126,AA
8140,PDX,YVR,70,AA
8141,PEK,ORD,305,AA
8142,PEK,SEA,310.0,AA
8143,PEN,KUL,126,AA
8144,PER,BNE,293,AA
8145,PER,BNE,126,AA
8146,PER,MEL,293,AA
8147,PER,MEL,126,AA
8148,PER,SYD,293,AA
8149,PER,SYD,126,AA
8150,PGV,CLT,50,AA
8151,PHF,CLT,70,AA
8152,PHF,CLT,70,AA
8153,PHF,PHL,50,AA
8154,PHL,ABE,50,AA
8155,PHL,ALB,50,AA
8156,PHL,AMS,178,AA
8157,PHL,ART,70,AA
8158,PHL,ATH,293,AA
8159,PHL,ATL,98,AA
8160,PHL,ATL,124,AA
8161,PHL,ATL,70,AA
8162,PHL,AUA,150,AA
8163,PHL,AUS,124,AA
8164,PHL,AUS,98,AA
8165,PHL,AVP,50,AA
8166,PHL,BCN,293,AA
8167,PHL,BDA,124,AA
8168,PHL,BDL,50,AA
8169,PHL,BDL,98,AA
8170,PHL,BGM,50,AA
8171,PHL,BGR,78,AA
8172,PHL,BGR,70,AA
8173,PHL,BHM,70,AA
8174,PHL,BNA,70,AA
8175,PHL,BNA,78,AA
8176,PHL,BNA,70,AA
8177,PHL,BOS,98,AA
8178,PHL,BOS,124,AA
8179,PHL,BOS,186,AA
8180,PHL,BOS,150,AA
8181,PHL,BRU,216,AA
8182,PHL,BTV,98,AA
8183,PHL,BUF,50,AA
8184,PHL,BWI,50,AA
8185,PHL,BWI,124,AA
8186,PHL,BWI,98,AA
8187,PHL,CAE,70,AA
8188,PHL,CAK,70,AA
8189,PHL,CDG,293,AA
8190,PHL,CHO,50,AA
8191,PHL,CHS,78,AA
8192,PHL,CHS,70,AA
8193,PHL,CLE,70,AA
8194,PHL,CLE,70,AA
8195,PHL,CLE,80,AA
8196,PHL,CLE,78,AA
8197,PHL,CLT,178,AA
8198,PHL,CLT,186,AA
8199,PHL,CLT,98,AA
8200,PHL,CLT,126,AA
8201,PHL,CLT,216,AA
8202,PHL,CLT,293,AA
8203,PHL,CLT,124,AA
8204,PHL,CLT,150,AA
8205,PHL,CMH,70,AA
8206,PHL,CMH,78,AA
8207,PHL,CMH,70,AA
8208,PHL,CUN,178,AA
8209,PHL,CUN,293,AA
8210,PHL,CUN,186,AA
8211,PHL,CUN,124,AA
8212,PHL,CVG,70,AA
8213,PHL,DAY,70,AA
8214,PHL,DCA,70,AA
8215,PHL,DCA,50,AA
8216,PHL,DCA,124,AA
8217,PHL,DCA,98,AA
8218,PHL,DEN,186,AA
8219,PHL,DEN,150,AA
8220,PHL,DFW,172,AA
8221,PHL,DFW,124,AA
8222,PHL,DFW,150,AA
8223,PHL,DFW,162,AA
8224,PHL,DFW,172,AA
8225,PHL,DFW,98,AA
8226,PHL,DFW,178,AA
8227,PHL,DOH,305,AA
8228,PHL,DTW,98,AA
8229,PHL,DTW,150,AA
8230,PHL,DTW,124,AA
8231,PHL,DUB,293,AA
8232,PHL,ELM,50,AA
8233,PHL,ERI,50,AA
8234,PHL,EWR,50,AA
8235,PHL,FCO,335,AA
8236,PHL,FLL,150,AA
8237,PHL,FLL,124,AA
8238,PHL,FRA,293,AA
8239,PHL,FRA,216,AA
8240,PHL,GCM,124,AA
8241,PHL,GLA,178,AA
8242,PHL,GSO,70,AA
8243,PHL,GSO,78,AA
8244,PHL,GSP,70,AA
8245,PHL,HPN,50,AA
8246,PHL,HVN,50,AA
8247,PHL,IAH,98,AA
8248,PHL,ILM,70,AA
8249,PHL,ILM,78,AA
8250,PHL,IND,98,AA
8251,PHL,IND,124,AA
8252,PHL,IPT,50,AA
8253,PHL,ISP,50,AA
8254,PHL,ITH,50,AA
8255,PHL,JAX,98,AA
8256,PHL,LAS,186,AA
8257,PHL,LAS,150,AA
8258,PHL,LAX,186,AA
8259,PHL,LAX,150,AA
8260,PHL,LGA,50,AA
8261,PHL,LGA,98,AA
8262,PHL,LGA,124,AA
8263,PHL,LHR,335,AA
8264,PHL,LIS,178,AA
8265,PHL,MAD,335,AA
8266,PHL,MAN,293,AA
8267,PHL,MBJ,150,AA
8268,PHL,MBJ,124,AA
8269,PHL,MBJ,186,AA
8270,PHL,MCI,70,AA
8271,PHL,MCI,78,AA
8272,PHL,MCI,70,AA
8273,PHL,MCO,216,AA
8274,PHL,MCO,186,AA
8275,PHL,MCO,178,AA
8276,PHL,MCO,150,AA
8277,PHL,MCO,293,AA
8278,PHL,MDT,50,AA
8279,PHL,MHT,70,AA
8280,PHL,MHT,78,AA
8281,PHL,MHT,70,AA
8282,PHL,MIA,162,AA
8283,PHL,MIA,186,AA
8284,PHL,MIA,178,AA
8285,PHL,MIA,150,AA
8286,PHL,MKE,70,AA
8287,PHL,MSP,98,AA
8288,PHL,MSP,124,AA
8289,PHL,MSY,124,AA
8290,PHL,MSY,98,AA
8291,PHL,MSY,78,AA
8292,PHL,MUC,335,AA
8293,PHL,MYR,70,AA
8294,PHL,NAS,124,AA
8295,PHL,NAS,150,AA
8296,PHL,ORD,150,AA
8297,PHL,ORD,124,AA
8298,PHL,ORD,186,AA
8299,PHL,ORD,98,AA
8300,PHL,ORF,50,AA
8301,PHL,PBI,124,AA
8302,PHL,PBI,98,AA
8303,PHL,PDX,150,AA
8304,PHL,PHF,50,AA
8305,PHL,PHX,186,AA
8306,PHL,PHX,178,AA
8307,PHL,PIT,124,AA
8308,PHL,PIT,98,AA
8309,PHL,PIT,150,AA
8310,PHL,PLS,124,AA
8311,PHL,PUJ,124,AA
8312,PHL,PUJ,293,AA
8313,PHL,PUJ,150,AA
8314,PHL,PVD,98,AA
8315,PHL,PVD,50,AA
8316,PHL,PWM,98,AA
8317,PHL,RDU,124,AA
8318,PHL,RDU,98,AA
8319,PHL,RIC,50,AA
8320,PHL,ROA,50,AA
8321,PHL,ROC,50,AA
8322,PHL,RSW,124,AA
8323,PHL,RSW,98,AA
8324,PHL,RSW,150,AA
8325,PHL,SAN,150,AA
8326,PHL,SAT,98,AA
8327,PHL,SAV,78,AA
8328,PHL,SAV,70,AA
8329,PHL,SAV,70,AA
8330,PHL,SBY,50,AA
8331,PHL,SCE,50,AA
8332,PHL,SDF,70,AA
8333,PHL,SDF,80,AA
8334,PHL,SDQ,150,AA
8335,PHL,SEA,150,AA
8336,PHL,SEA,186,AA
8337,PHL,SFO,150,AA
8338,PHL,SFO,186,AA
8339,PHL,SJU,216,AA
8340,PHL,SJU,178,AA
8341,PHL,SJU,150,AA
8342,PHL,SLC,150,AA
8343,PHL,STL,70,AA
8344,PHL,STT,178,AA
8345,PHL,SWF,50,AA
8346,PHL,SXM,293,AA
8347,PHL,SYR,50,AA
8348,PHL,TLV,293,AA
8349,PHL,TPA,186,AA
8350,PHL,TPA,150,AA
8351,PHL,TPA,124,AA
8352,PHL,TPA,126,AA
8353,PHL,TYS,70,AA
8354,PHL,VCE,293,AA
8355,PHL,YHZ,70,AA
8356,PHL,YHZ,70,AA
8357,PHL,YHZ,78,AA
8358,PHL,YOW,70,AA
8359,PHL,YQB,70,AA
8360,PHL,YUL,70,AA
8361,PHL,YYZ,70,AA
8362,PHL,YYZ,78,AA
8363,PHL,ZRH,216,AA
8364,PHX,ABQ,80,AA
8365,PHX,ABQ,70,AA
8366,PHX,ANC,150,AA
8367,PHX,ATL,186,AA
8368,PHX,ATL,150,AA
8369,PHX,AUS,124,AA
8370,PHX,AUS,80,AA
8371,PHX,BFL,80,AA
8372,PHX,BFL,70,AA
8373,PHX,BOI,124,AA
8374,PHX,BOS,150,AA
8375,PHX,BOS,124,AA
8376,PHX,BUR,80,AA
8377,PHX,BUR,70,AA
8378,PHX,BWI,186,AA
8379,PHX,BWI,124,AA
8380,PHX,BWI,150,AA
8381,PHX,CLT,186,AA
8382,PHX,CLT,150,AA
8383,PHX,CMH,150,AA
8384,PHX,CMH,124,AA
8385,PHX,CUN,178,AA
8386,PHX,CUN,150,AA
8387,PHX,CUN,186,AA
8388,PHX,DCA,178,AA
8389,PHX,DCA,150,AA
8390,PHX,DCA,124,AA
8391,PHX,DEN,150,AA
8392,PHX,DEN,186,AA
8393,PHX,DFW,172,AA
8394,PHX,DFW,172,AA
8395,PHX,DFW,124,AA
8396,PHX,DFW,162,AA
8397,PHX,DFW,186,AA
8398,PHX,DFW,150,AA
8399,PHX,DRO,70,AA
8400,PHX,DRO,80,AA
8401,PHX,DSM,124,AA
8402,PHX,DTW,186,AA
8403,PHX,DTW,124,AA
8404,PHX,ELP,80,AA
8405,PHX,ELP,70,AA
8406,PHX,EWR,150,AA
8407,PHX,FAT,80,AA
8408,PHX,FAT,70,AA
8409,PHX,FLG,70,AA
8410,PHX,FLL,150,AA
8411,PHX,FLL,124,AA
8412,PHX,GDL,80,AA
8413,PHX,GDL,70,AA
8414,PHX,GEG,124,AA
8415,PHX,GJT,70,AA
8416,PHX,HNL,178,AA
8417,PHX,IAH,124,AA
8418,PHX,IAH,186,AA
8419,PHX,IAH,150,AA
8420,PHX,IND,150,AA
8421,PHX,IND,124,AA
8422,PHX,JFK,186,AA
8423,PHX,KOA,178,AA
8424,PHX,LAS,186,AA
8425,PHX,LAS,150,AA
8426,PHX,LAS,124,AA
8427,PHX,LAX,186,AA
8428,PHX,LAX,124,AA
8429,PHX,LAX,150,AA
8430,PHX,LGB,124,AA
8431,PHX,LHR,416,AA
8432,PHX,LIH,178,AA
8433,PHX,MCI,124,AA
8434,PHX,MCO,150,AA
8435,PHX,MCO,186,AA
8436,PHX,MEX,124,AA
8437,PHX,MIA,162,AA
8438,PHX,MKE,124,AA
8439,PHX,MRY,70,AA
8440,PHX,MSP,150,AA
8441,PHX,MSP,186,AA
8442,PHX,MSP,124,AA
8443,PHX,MZT,150,AA
8444,PHX,MZT,124,AA
8445,PHX,OAK,124,AA
8446,PHX,OGG,178,AA
8447,PHX,OMA,124,AA
8448,PHX,ONT,124,AA
8449,PHX,ONT,150,AA
8450,PHX,ORD,172,AA
8451,PHX,ORD,150,AA
8452,PHX,ORD,186,AA
8453,PHX,ORD,162,AA
8454,PHX,PDX,124,AA
8455,PHX,PDX,150,AA
8456,PHX,PDX,186,AA
8457,PHX,PHL,178,AA
8458,PHX,PHL,186,AA
8459,PHX,PIT,124,AA
8460,PHX,PIT,150,AA
8461,PHX,PSP,80,AA
8462,PHX,PSP,70,AA
8463,PHX,PVR,150,AA
