,Source,Destination,Capacity,Airline
83557,SPS,DFW,50,US
83558,SRQ,CLT,80,US
83559,SRQ,CLT,78,US
83560,SRQ,DCA,70,US
83561,SSA,MIA,178,US
83562,STI,MIA,178,US
83563,STI,MIA,162,US
83564,STL,CLT,124,US
83565,STL,DCA,70,US
83566,STL,DFW,172,US
83567,STL,DFW,172,US
83568,STL,DFW,162,US
83569,STL,LAX,172,US
83570,STL,LGA,70,US
83571,STL,MIA,162,US
83572,STL,ORD,172,US
83573,STL,ORD,172,US
83574,STL,ORD,162,US
83575,STL,PHL,70,US
83576,STL,PHX,124,US
83577,STL,PIT,44,US
83578,STT,CLT,178,US
83579,STT,CLT,216,US
83580,STT,JFK,178,US
83581,STT,MIA,178,US
83582,STT,PHL,178,US
83583,STX,MIA,162,US
83584,SUX,ORD,44,US
83585,SUX,ORD,50,US
83586,SVQ,LIS,19,US
83587,SWF,PHL,70,US
83588,SWF,PHL,50,US
83589,SXM,CLT,178,US
83590,SXM,CLT,124,US
83591,SXM,JFK,178,US
83592,SXM,MIA,178,US
83593,SXM,MIA,162,US
83594,SXM,PHL,293,US
83595,SYD,AKL,150,US
83596,SYD,AKL,368.0,US
83597,SYD,AKL,269,US
83598,SYR,BOS,50,US
83599,SYR,CLT,150,US
83600,SYR,CLT,124,US
83601,SYR,DCA,70,US
83602,SYR,DCA,70,US
83603,SYR,ORD,50,US
83604,SYR,ORD,70,US
83605,SYR,PHL,70,US
83606,SYR,PHL,78,US
83607,SYR,PHL,50,US
83608,TGU,MIA,178,US
83609,TLH,CLT,70,US
83610,TLH,CLT,70,US
83611,TLH,DCA,70,US
83612,TLH,DFW,44,US
83613,TLH,MIA,44,US
83614,TLH,MIA,50,US
83615,TLV,PHL,293,US
83616,TOL,ORD,50,US
83617,TPA,CLT,150,US
83618,TPA,CLT,146,US
83619,TPA,CLT,186,US
83620,TPA,CLT,124,US
83621,TPA,DCA,124,US
83622,TPA,DFW,162,US
83623,TPA,DFW,172,US
83624,TPA,DFW,172,US
83625,TPA,JFK,70,US
83626,TPA,MIA,162,US
83627,TPA,ORD,162,US
83628,TPA,ORD,172,US
83629,TPA,ORD,172,US
83630,TPA,PHL,146,US
83631,TPA,PHL,186,US
83632,TPA,PHL,124,US
83633,TPA,PHL,150,US
83634,TPA,PHX,150,US
83635,TPE,LAX,396.0,US
83636,TPE,SEA,416,US
83637,TPE,SFO,396.0,US
83638,TRC,DFW,50,US
83639,TRI,CLT,70,US
83640,TUL,DFW,172,US
83641,TUL,DFW,162,US
83642,TUL,DFW,172,US
83643,TUL,DFW,178,US
83644,TUL,MIA,162,US
83645,TUL,ORD,162,US
83646,TUS,DFW,172,US
83647,TUS,DFW,172,US
83648,TUS,LAX,70,US
83649,TUS,ORD,172,US
83650,TUS,ORD,172,US
83651,TUS,PHX,80,US
83652,TUS,PHX,70,US
83653,TVC,ORD,44,US
83654,TVC,ORD,50,US
83655,TXK,DFW,44,US
83656,TXK,DFW,50,US
83657,TYR,DFW,44,US
83658,TYR,DFW,50,US
83659,TYS,CLT,70,US
83660,TYS,CLT,70,US
83661,TYS,DCA,70,US
83662,TYS,DFW,50,US
83663,TYS,DFW,44,US
83664,TYS,LGA,44,US
83665,TYS,ORD,44,US
83666,TYS,ORD,50,US
83667,TYS,PHL,70,US
83668,UVF,CLT,150,US
83669,UVF,CLT,124,US
83670,UVF,MIA,178,US
83671,VCE,PHL,293,US
83672,VLC,LIS,50,US
83673,VLC,LIS,100,US
83674,VPS,CLT,70,US
83675,VPS,DCA,70,US
83676,VPS,DFW,50,US
83677,VPS,DFW,44,US
83678,VVI,MIA,178,US
83679,XNA,CLT,70,US
83680,XNA,CLT,70,US
83681,XNA,DFW,50,US
83682,XNA,DFW,172,US
83683,XNA,LAX,70,US
83684,XNA,LGA,70,US
83685,XNA,ORD,70,US
83686,XNA,ORD,50,US
83687,YEG,PHX,150,US
83688,YEG,PHX,124,US
83689,YHZ,DCA,70,US
83690,YHZ,PHL,70,US
83691,YHZ,PHL,70,US
83692,YHZ,PHL,78,US
83693,YKF,ORD,50,US
83694,YKF,ORD,44,US
83695,YOW,CLT,70,US
83696,YOW,PHL,70,US
83697,YQB,PHL,70,US
83698,YUL,AMM,293,US
83699,YUL,CLT,70,US
83700,YUL,DCA,70,US
83701,YUL,DFW,162,US
83702,YUL,DTW,293,US
83703,YUL,JFK,44,US
83704,YUL,LGA,44,US
83705,YUL,MIA,162,US
83706,YUL,ORD,70,US
83707,YUL,PHL,70,US
83708,YUM,PHX,70,US
83709,YVR,DFW,162,US
83710,YVR,PHX,186,US
83711,YVR,PHX,124,US
83712,YYC,DFW,172,US
83713,YYC,DFW,172,US
83714,YYC,DFW,162,US
83715,YYC,PHX,124,US
83716,YYZ,CLT,78,US
83717,YYZ,CLT,70,US
83718,YYZ,DCA,70,US
83719,YYZ,DFW,124,US
83720,YYZ,JFK,70,US
83721,YYZ,LAX,162,US
83722,YYZ,LGA,70,US
83723,YYZ,MIA,162,US
83724,YYZ,ORD,50,US
83725,YYZ,ORD,70,US
83726,YYZ,PHL,78,US
83727,YYZ,PHL,70,US
83728,ZCL,DFW,44,US
83729,ZIH,PHX,150,US
83730,ZRH,IST,150,US
83731,ZRH,JFK,269,US
83732,ZRH,LIS,150,US
83733,ZRH,LIS,124,US
83734,ZRH,PHL,216,US
83735,ZRH,SIN,555,US
83736,BKK,MAA,162,UU
83737,CDG,RUN,396.0,UU
83738,CDG,RUN,317.0,UU
83739,DZA,HAH,162,UU
83740,DZA,RUN,162,UU
83741,DZA,RUN,317.0,UU
83742,HAH,DZA,162,UU
83743,HAH,RUN,162,UU
83744,JNB,RUN,162,UU
83745,MAA,BKK,162,UU
83746,MAA,RUN,162,UU
83747,MRU,RUN,74,UU
83748,MRU,RUN,162,UU
83749,MRU,RUN,396.0,UU
83750,MRU,ZSE,74,UU
83751,NOS,RUN,162,UU
83752,RUN,CDG,396.0,UU
83753,RUN,CDG,317.0,UU
83754,RUN,DZA,162,UU
83755,RUN,DZA,317.0,UU
83756,RUN,HAH,162,UU
83757,RUN,JNB,162,UU
83758,RUN,MAA,162,UU
83759,RUN,MRU,74,UU
83760,RUN,MRU,162,UU
83761,RUN,MRU,396.0,UU
83762,RUN,NOS,162,UU
83763,RUN,TMM,74,UU
83764,RUN,TNR,162,UU
83765,RUN,TNR,74,UU
83766,TMM,RUN,74,UU
83767,TNR,RUN,162,UU
83768,TNR,RUN,74,UU
83769,ZSE,MRU,74,UU
83770,ACE,BIO,162,UX
83771,ACE,MAD,162,UX
83772,ACE,MAD,293,UX
83773,ACE,OVD,293,UX
83774,ACE,SCQ,162,UX
83775,AGP,CDG,162,UX
83776,AGP,IBZ,162,UX
83777,AGP,MAD,74,UX
83778,AGP,MAD,162,UX
83779,AGP,PMI,162,UX
83780,AGP,SVO,150,UX
83781,AGP,TFN,162,UX
83782,ALC,TFS,162,UX
83783,AMS,MAD,162,UX
83784,BCN,BJZ,74,UX
83785,BCN,CDG,150,UX
83786,BCN,MAD,293,UX
83787,BCN,MAD,335,UX
83788,BCN,OTP,126,UX
83789,BCN,PMI,162,UX
83790,BCN,PMI,98,UX
83791,BCN,PRG,150,UX
83792,BCN,SVO,150,UX
83793,BCN,TFN,162,UX
83794,BIO,ACE,162,UX
83795,BIO,CDG,98,UX
83796,BIO,IBZ,162,UX
83797,BIO,LPA,162,UX
83798,BIO,MAD,98,UX
83799,BIO,PMI,162,UX
83800,BIO,PMI,98,UX
83801,BIO,TFN,162,UX
83802,BJZ,BCN,74,UX
83803,BJZ,MAD,74,UX
83804,BRU,MAD,98,UX
83805,CCS,MAD,293,UX
83806,CDG,AGP,162,UX
83807,CDG,BCN,150,UX
83808,CDG,BIO,98,UX
83809,CDG,GOT,98,UX
83810,CDG,VGO,98,UX
83811,CDG,VLC,162,UX
83812,CUN,MAD,335,UX
83813,DKR,MAD,162,UX
83814,EZE,MAD,293,UX
83815,FCO,MAD,162,UX
83816,FRA,MAD,98,UX
83817,FUE,MAD,162,UX
83818,GRU,MAD,293,UX
83819,GRX,PMI,98,UX
83820,HAV,MAD,293,UX
83821,HAV,MAD,335,UX
83822,IBZ,MAD,98,UX
83823,IBZ,MAD,162,UX
83824,JED,MAD,150,UX
83825,JED,RUH,150,UX
83826,JFK,MAD,293,UX
83827,LCG,MAD,98,UX
83828,LEI,MAD,74,UX
83829,LEI,SVQ,74,UX
83830,LGW,MAD,162,UX
83831,LIM,MAD,293,UX
83832,LIS,MAD,50,UX
83833,LPA,BIO,162,UX
83834,LPA,MAD,162,UX
83835,LPA,MAD,293,UX
83836,LPA,MAD,335,UX
83837,LPA,SCQ,162,UX
83838,LPA,SVQ,162,UX
83839,LRM,MAD,335,UX
83840,MAD,ACE,162,UX
83841,MAD,ACE,293,UX
83842,MAD,AGP,74,UX
83843,MAD,AMS,162,UX
83844,MAD,BCN,293,UX
83845,MAD,BCN,335,UX
83846,MAD,BIO,98,UX
83847,MAD,BJZ,74,UX
83848,MAD,BRU,98,UX
83849,MAD,CCS,293,UX
83850,MAD,CUN,335,UX
83851,MAD,DKR,162,UX
83852,MAD,EZE,293,UX
83853,MAD,FCO,162,UX
83854,MAD,FRA,98,UX
83855,MAD,FUE,162,UX
83856,MAD,GRU,293,UX
83857,MAD,HAV,293,UX
83858,MAD,HAV,335,UX
83859,MAD,IBZ,98,UX
83860,MAD,IBZ,162,UX
83861,MAD,JED,150,UX
83862,MAD,JFK,293,UX
83863,MAD,LCG,98,UX
83864,MAD,LEI,74,UX
83865,MAD,LGW,162,UX
83866,MAD,LIM,293,UX
83867,MAD,LIS,50,UX
83868,MAD,LPA,293,UX
83869,MAD,LPA,162,UX
83870,MAD,LPA,335,UX
83871,MAD,LRM,335,UX
83872,MAD,MEX,305,UX
83873,MAD,MUC,98,UX
83874,MAD,MVD,293,UX
83875,MAD,MXP,162,UX
83876,MAD,ORY,162,UX
83877,MAD,ORY,98,UX
83878,MAD,OTP,126,UX
83879,MAD,OVD,74,UX
83880,MAD,PMI,162,UX
83881,MAD,PMI,98,UX
83882,MAD,PRG,150,UX
83883,MAD,PUJ,335,UX
83884,MAD,SDQ,293,UX
83885,MAD,SSA,293,UX
83886,MAD,SVO,150,UX
83887,MAD,TFN,293,UX
83888,MAD,TFN,162,UX
83889,MAD,VGO,98,UX
83890,MAD,VLC,74,UX
83891,MAD,VVI,293,UX
83892,MEX,MAD,305,UX
83893,MUC,MAD,98,UX
83894,MVD,MAD,293,UX
83895,MXP,MAD,162,UX
83896,ORY,MAD,98,UX
83897,ORY,MAD,162,UX
83898,ORY,PMI,98,UX
83899,ORY,PMI,162,UX
83900,OTP,BCN,126,UX
83901,OTP,MAD,126,UX
83902,OVD,ACE,293,UX
83903,OVD,MAD,74,UX
83904,OVD,TFS,162,UX
83905,PMI,BCN,98,UX
83906,PMI,BCN,162,UX
83907,PMI,BIO,98,UX
83908,PMI,GRX,98,UX
83909,PMI,MAD,162,UX
83910,PMI,MAD,98,UX
83911,PMI,ORY,98,UX
83912,PMI,ORY,162,UX
83913,PMI,VLC,98,UX
83914,PMI,VLC,74,UX
83915,PMI,ZAZ,98,UX
83916,PRG,BCN,150,UX
83917,PRG,MAD,150,UX
83918,PUJ,MAD,335,UX
83919,RUH,JED,150,UX
83920,SCL,SSA,293,UX
83921,SCQ,ACE,162,UX
83922,SCQ,IBZ,162,UX
83923,SCQ,LPA,162,UX
83924,SCQ,PMI,162,UX
83925,SCQ,TFS,162,UX
83926,SDQ,MAD,293,UX
83927,SSA,MAD,293,UX
83928,SSA,SCL,293,UX
83929,SVO,AGP,150,UX
83930,SVO,BCN,150,UX
83931,SVO,MAD,150,UX
83932,SVQ,LEI,74,UX
83933,SVQ,LPA,162,UX
83934,SVQ,PMI,162,UX
83935,SVQ,TFN,162,UX
83936,TFN,AGP,162,UX
83937,TFN,BCN,162,UX
83938,TFN,BIO,162,UX
83939,TFN,MAD,162,UX
83940,TFN,MAD,293,UX
83941,TFN,SVQ,162,UX
83942,TFS,ALC,162,UX
83943,TFS,OVD,162,UX
83944,TFS,SCQ,162,UX
83945,VGO,CDG,98,UX
83946,VGO,MAD,98,UX
83947,VLC,CDG,162,UX
83948,VLC,MAD,74,UX
83949,VLC,PMI,74,UX
83950,VLC,PMI,98,UX
83951,VLL,PMI,162,UX
83952,VVI,MAD,293,UX
83953,ZAZ,PMI,98,UX
83954,BGW,TBS,172,UY
83955,EBL,TBS,172,UY
83956,TBS,BGW,172,UY
83957,TBS,EBL,172,UY
83958,BLA,CCS,74,V0
83959,BNS,CCS,70,V0
83960,BNS,CCS,74,V0
83961,BNS,CCS,98,V0
83962,BOG,CCS,98,V0
83963,BRM,CCS,98,V0
83964,BRM,PMV,98,V0
83965,CAJ,PZO,150,V0
83966,CBS,CCS,74,V0
83967,CCS,BLA,74,V0
83968,CCS,BNS,70,V0
83969,CCS,BNS,74,V0
83970,CCS,BNS,98,V0
83971,CCS,BOG,98,V0
83972,CCS,BRM,98,V0
83973,CCS,CBS,74,V0
83974,CCS,CUM,98,V0
83975,CCS,CZE,98,V0
83976,CCS,EZE,293,V0
83977,CCS,HAV,98,V0
83978,CCS,LFR,70,V0
83979,CCS,LSP,98,V0
83980,CCS,MAD,293,V0
83981,CCS,MAR,98,V0
83982,CCS,MRD,74,V0
83983,CCS,MUN,98,V0
83984,CCS,PMV,98,V0
83985,CCS,PTY,70,V0
83986,CCS,PTY,98,V0
83987,CCS,PYH,98,V0
83988,CCS,PZO,98,V0
83989,CCS,SOM,74,V0
83990,CCS,SOM,98,V0
83991,CCS,STD,98,V0
83992,CCS,SVZ,70,V0
83993,CCS,VIG,98,V0
83994,CCS,VLV,74,V0
83995,CUM,CCS,98,V0
83996,CZE,CCS,98,V0
83997,EZE,CCS,293,V0
83998,GEO,PZO,98,V0
83999,GND,PMV,98,V0
84000,GND,POS,98,V0
84001,HAV,CCS,98,V0
84002,LFR,CCS,70,V0
84003,LSP,CCS,98,V0
84004,MAD,CCS,293,V0
84005,MAO,PMV,98,V0
84006,MAR,CCS,98,V0
84007,MAR,PBL,98,V0
84008,MAR,PMV,98,V0
84009,MGA,PTY,70,V0
84010,MRD,CCS,74,V0
84011,MUN,CCS,98,V0
84012,MUN,PMV,98,V0
84013,PBL,MAR,98,V0
84014,PBL,PMV,98,V0
84015,PMV,BRM,98,V0
84016,PMV,CCS,98,V0
84017,PMV,GND,98,V0
84018,PMV,MAO,98,V0
84019,PMV,MAR,98,V0
84020,PMV,MUN,98,V0
84021,PMV,PBL,98,V0
84022,PMV,POS,98,V0
84023,PMV,PZO,98,V0
84024,PMV,STD,98,V0
84025,PMV,VIG,98,V0
84026,POS,GND,98,V0
84027,POS,PMV,98,V0
84028,PTY,CCS,70,V0
84029,PTY,CCS,98,V0
84030,PTY,MGA,70,V0
84031,PYH,CCS,98,V0
84032,PZO,CAJ,150,V0
84033,PZO,CCS,98,V0
84034,PZO,GEO,98,V0
84035,PZO,PMV,98,V0
84036,PZO,SNV,70,V0
84037,SNV,PZO,70,V0
84038,SOM,CCS,74,V0
84039,SOM,CCS,98,V0
84040,STD,CCS,98,V0
84041,STD,PMV,98,V0
84042,SVZ,CCS,70,V0
84043,VIG,CCS,98,V0
84044,VIG,PMV,98,V0
84045,VLV,CCS,74,V0
84046,FCO,KIV,128,V3
84047,FCO,LUZ,100,V3
84048,KIV,FCO,128,V3
84049,KIV,VCE,128,V3
84050,LUZ,FCO,100,V3
84051,VCE,KIV,128,V3
84052,SJU,VQS,19.0,V4
84053,VQS,SJU,19.0,V4
84054,AGP,BOD,106,V7
84055,AJA,BES,106,V7
84056,AJA,BOD,106,V7
84057,AJA,CFR,106,V7
84058,AJA,LIL,106,V7
84059,AJA,MPL,106,V7
84060,AJA,NTE,106,V7
84061,AJA,SXB,106,V7
84062,AJA,TLS,106,V7
84063,AOI,CTA,106,V7
84064,BES,AJA,106,V7
84065,BES,BIA,106,V7
84066,BIA,BES,106,V7
84067,BIA,BOD,106,V7
84068,BIA,LIL,106,V7
84069,BIA,NTE,106,V7
84070,BIA,SXB,106,V7
84071,BIA,TLS,106,V7
84072,BIO,VCE,106,V7
84073,BIQ,SXB,106,V7
84074,BOD,AGP,106,V7
84075,BOD,AJA,106,V7
84076,BOD,BIA,106,V7
84077,BOD,CLY,106,V7
84078,BOD,FLR,106,V7
84079,BOD,FSC,106,V7
84080,BOD,MUC,106,V7
84081,BOD,OLB,106,V7
84082,BOD,PMI,106,V7
84083,BOD,PMO,106,V7
84084,BOD,SXB,106,V7
84085,BOD,TFS,106,V7
84086,BOD,VCE,106,V7
84087,BRI,CTA,106,V7
84088,BRI,PMO,106,V7
84089,BRI,VCE,106,V7
84090,BRI,VRN,106,V7
84091,CFR,AJA,106,V7
84092,CLY,BOD,106,V7
84093,CLY,NTE,106,V7
84094,CTA,AOI,106,V7
84095,CTA,BRI,106,V7
84096,CTA,FLR,106,V7
84097,CTA,GOA,106,V7
84098,CTA,VCE,106,V7
84099,FLR,BOD,106,V7
84100,FLR,CTA,106,V7
84101,FLR,NTE,106,V7
84102,FLR,PMO,106,V7
84103,FSC,BOD,106,V7
84104,FSC,NTE,106,V7
84105,FUE,NTE,106,V7
84106,GOA,CTA,106,V7
84107,GOA,NAP,106,V7
84108,GOA,OLB,106,V7
84109,GOA,PMO,106,V7
84110,JTR,VCE,106,V7
84111,LIL,AJA,106,V7
84112,LIL,BIA,106,V7
84113,LMP,VCE,106,V7
84114,MPL,AJA,106,V7
84115,MPL,NTE,106,V7
84116,MPL,SXB,106,V7
84117,MUC,BOD,106,V7
84118,MUC,NTE,106,V7
84119,NAP,GOA,106,V7
84120,NAP,NTE,106,V7
84121,NAP,PMO,106,V7
84122,NTE,AJA,106,V7
84123,NTE,BIA,106,V7
84124,NTE,CLY,106,V7
84125,NTE,FLR,106,V7
84126,NTE,FSC,106,V7
84127,NTE,FUE,106,V7
84128,NTE,MPL,106,V7
84129,NTE,MUC,106,V7
84130,NTE,NAP,106,V7
84131,NTE,OLB,106,V7
84132,NTE,PGF,106,V7
84133,NTE,PMI,106,V7
84134,NTE,PMO,106,V7
84135,NTE,PRG,106,V7
84136,NTE,SXB,106,V7
84137,NTE,TFS,106,V7
84138,NTE,VCE,106,V7
84139,NTE,VLC,106,V7
84140,OLB,BOD,106,V7
84141,OLB,GOA,106,V7
84142,OLB,NTE,106,V7
84143,OLB,VCE,106,V7
84144,OVD,PMI,106,V7
84145,OVD,VLC,106,V7
84146,PGF,NTE,106,V7
84147,PMI,BOD,106,V7
84148,PMI,NTE,106,V7
84149,PMI,OVD,106,V7
84150,PMO,BOD,106,V7
84151,PMO,BRI,106,V7
84152,PMO,FLR,106,V7
84153,PMO,GOA,106,V7
84154,PMO,NAP,106,V7
84155,PMO,NTE,106,V7
84156,PMO,SXB,106,V7
84157,PMO,TRN,106,V7
84158,PMO,VCE,106,V7
84159,PMO,VRN,106,V7
84160,PNL,VCE,106,V7
84161,PRG,NTE,106,V7
84162,REG,VCE,106,V7
84163,SXB,AJA,106,V7
84164,SXB,BIA,106,V7
84165,SXB,BIQ,106,V7
84166,SXB,BOD,106,V7
84167,SXB,MPL,106,V7
84168,SXB,NTE,106,V7
84169,SXB,PMO,106,V7
84170,TFS,BOD,106,V7
84171,TFS,NTE,106,V7
84172,TLS,AJA,106,V7
84173,TLS,BIA,106,V7
84174,TRN,PMO,106,V7
84175,VCE,BIO,106,V7
84176,VCE,BOD,106,V7
84177,VCE,BRI,106,V7
84178,VCE,CTA,106,V7
84179,VCE,JTR,106,V7
84180,VCE,LMP,106,V7
84181,VCE,NTE,106,V7
84182,VCE,OLB,106,V7
84183,VCE,PMO,106,V7
84184,VCE,PNL,106,V7
84185,VCE,REG,106,V7
84186,VLC,NTE,106,V7
84187,VLC,OVD,106,V7
84188,VRN,BRI,106,V7
84189,VRN,PMO,106,V7
84190,BHD,IOM,19,V9
84191,BLK,IOM,19,V9
84192,CWL,VLY,19,V9
84193,GLO,IOM,19,V9
84194,IOM,BHD,19,V9
84195,IOM,BLK,19,V9
84196,IOM,GLO,19,V9
84197,IOM,NCL,19,V9
84198,NCL,IOM,19,V9
84199,VLY,CWL,19,V9
84200,ABX,SYD,74,VA
84201,ADL,AKL,150,VA
84202,ADL,BNE,98,VA
84203,ADL,BNE,162,VA
84204,ADL,BNE,126,VA
84205,ADL,CBR,98,VA
84206,ADL,DPS,162,VA
84207,ADL,MEL,98,VA
84208,ADL,MEL,162,VA
84209,ADL,OOL,162,VA
84210,ADL,PER,98,VA
84211,ADL,PER,162,VA
84212,ADL,SIN,335,VA
84213,ADL,SYD,162,VA
84214,ADL,SYD,126,VA
84215,ADL,SYD,98,VA
84216,AKL,ADL,150,VA
84217,AKL,APW,162,VA
84218,AKL,BNE,162,VA
84219,AKL,BNE,368.0,VA
84220,AKL,BNE,386,VA
84221,AKL,BNE,150,VA
84222,AKL,BNE,269,VA
84223,AKL,CNS,150,VA
84224,AKL,MEL,162,VA
84225,AKL,MEL,386,VA
84226,AKL,MEL,150,VA
84227,AKL,OOL,150,VA
84228,AKL,OOL,162,VA
84229,AKL,PER,368.0,VA
84230,AKL,RAR,162,VA
84231,AKL,SYD,269,VA
84232,AKL,SYD,162,VA
84233,AKL,SYD,150,VA
84234,AKL,SYD,368.0,VA
84235,AKL,TBU,162,VA
84236,ALH,BQB,50,VA
84237,ALH,PER,50,VA
84238,APW,AKL,162,VA
84239,ATL,CMH,126,VA
84240,ATL,CMH,172,VA
84241,ATL,CMH,162,VA
84242,ATL,CMH,124,VA
84243,ATL,CUN,172,VA
84244,ATL,CUN,178,VA
84245,ATL,CUN,150,VA
84246,ATL,CZM,124,VA
84247,ATL,CZM,172,VA
84248,ATL,IAH,172,VA
84249,ATL,IAH,106,VA
84250,ATL,IAH,150,VA
84251,ATL,IAH,124,VA
84252,ATL,IND,172,VA
84253,ATL,IND,150,VA
84254,ATL,IND,187,VA
84255,ATL,IND,124,VA
84256,ATL,LAX,178,VA
84257,ATL,LAX,1.0,VA
84258,ATL,LAX,269,VA
84259,ATL,LAX,177,VA
84260,ATL,MEX,126,VA
84261,ATL,MEX,162,VA
84262,ATL,MEX,162,VA
84263,ATL,MIA,172,VA
84264,ATL,MIA,187,VA
84265,ATL,MIA,178,VA
84266,ATL,MIA,150,VA
84267,ATL,MIA,162,VA
84268,ATL,SJD,126,VA
84269,ATL,SJD,162,VA
84270,AUH,ISB,150,VA
84271,AUH,ISB,293,VA
84272,AUH,LHE,293,VA
84273,AUH,LHE,150,VA
84274,AUH,LHE,396.0,VA
84275,AUH,MEL,396.0,VA
84276,AUH,PEW,150,VA
84277,AUH,SIN,293,VA
84278,AUH,SYD,396.0,VA
84279,AYQ,SYD,98,VA
84280,BDB,BNE,74,VA
84281,BME,PER,100,VA
84282,BME,PHE,100,VA
84283,BNE,ADL,162,VA
84284,BNE,ADL,98,VA
84285,BNE,ADL,126,VA
84286,BNE,AKL,162,VA
84287,BNE,AKL,386,VA
84288,BNE,AKL,368.0,VA
84289,BNE,AKL,150,VA
84290,BNE,AKL,269,VA
84291,BNE,APW,162,VA
84292,BNE,BDB,74,VA
84293,BNE,CBR,98,VA
84294,BNE,CBR,162,VA
84295,BNE,CBR,126,VA
84296,BNE,CHC,150,VA
84297,BNE,CNJ,98,VA
84298,BNE,CNS,162,VA
84299,BNE,CNS,98,VA
84300,BNE,CNS,126,VA
84301,BNE,DPS,162,VA
84302,BNE,DRW,162,VA
84303,BNE,DUD,162,VA
84304,BNE,EMD,74,VA
84305,BNE,GLT,74,VA
84306,BNE,HBA,162,VA
84307,BNE,HBA,98,VA
84308,BNE,HIR,162,VA
84309,BNE,HTI,126,VA
84310,BNE,HTI,162,VA
84311,BNE,ISA,98,VA
84312,BNE,LAX,396.0,VA
84313,BNE,MEL,162,VA
84314,BNE,MEL,126,VA
84315,BNE,MEL,98,VA
84316,BNE,MKY,126,VA
84317,BNE,MKY,162,VA
84318,BNE,MKY,98,VA
84319,BNE,MOV,74,VA
84320,BNE,NAN,162,VA
84321,BNE,NTL,126,VA
84322,BNE,NTL,98,VA
84323,BNE,NTL,162,VA
84324,BNE,PER,293,VA
84325,BNE,PER,162,VA
84326,BNE,POM,162,VA
84327,BNE,PPP,98,VA
84328,BNE,PPP,162,VA
84329,BNE,PPP,126,VA
84330,BNE,PQQ,74,VA
84331,BNE,ROK,74,VA
84332,BNE,ROK,98,VA
84333,BNE,ROK,162,VA
84334,BNE,ROK,126,VA
84335,BNE,SIN,335,VA
84336,BNE,SIN,293,VA
84337,BNE,SYD,162,VA
84338,BNE,SYD,98,VA
84339,BNE,SYD,126,VA
84340,BNE,TSV,162,VA
84341,BNE,TSV,98,VA
84342,BNE,TSV,126,VA
84343,BNE,VLI,162,VA
84344,BNE,WLG,162,VA
84345,BNE,ZQN,162,VA
84346,BNK,SYD,162,VA
84347,BNK,SYD,98,VA
84348,BQB,ALH,50,VA
84349,BQB,PER,50,VA
84350,CBR,ADL,98,VA
84351,CBR,BNE,162,VA
84352,CBR,BNE,98,VA
84353,CBR,BNE,126,VA
84354,CBR,MEL,98,VA
84355,CBR,MEL,162,VA
84356,CBR,OOL,98,VA
84357,CBR,SYD,74,VA
84358,CCK,XCH,98,VA
84359,CFS,MEL,162,VA
84360,CFS,SYD,98,VA
84361,CFS,SYD,162,VA
84362,CHC,BNE,150,VA
84363,CHC,MEL,150,VA
84364,CHC,MEL,162,VA
84365,CHC,OOL,150,VA
84366,CHC,SYD,150,VA
84367,CMH,ATL,172,VA
84368,CMH,ATL,126,VA
84369,CMH,ATL,162,VA
84370,CMH,ATL,124,VA
84371,CNJ,BNE,98,VA
84372,CNS,AKL,150,VA
84373,CNS,BNE,162,VA
84374,CNS,BNE,98,VA
84375,CNS,BNE,126,VA
84376,CNS,MEL,162,VA
84377,CNS,SYD,98,VA
84378,CNS,SYD,162,VA
84379,CPT,JNB,368.0,VA
84380,CUN,ATL,178,VA
84381,CUN,ATL,150,VA
84382,CUN,ATL,172,VA
84383,CZM,ATL,124,VA
84384,CZM,ATL,172,VA
84385,DAD,REP,162,VA
84386,DAD,SIN,162,VA
84387,DCN,PER,150,VA
84388,DCN,PER,100,VA
84389,DPS,ADL,162,VA
84390,DPS,BNE,162,VA
84391,DPS,MEL,162,VA
84392,DPS,PER,162,VA
84393,DPS,PHE,100,VA
84394,DPS,SYD,162,VA
84395,DRW,BNE,162,VA
84396,DRW,MEL,162,VA
84397,DRW,PER,162,VA
84398,DRW,PER,98,VA
84399,DRW,SIN,150,VA
84400,DRW,SYD,162,VA
84401,EMD,BNE,74,VA
84402,EPR,PER,50,VA
84403,EPR,RVT,50,VA
84404,GET,PER,50,VA
84405,GET,PER,100,VA
84406,GLT,BNE,74,VA
84407,HBA,BNE,162,VA
84408,HBA,BNE,98,VA
84409,HBA,MEL,162,VA
84410,HBA,MEL,98,VA
84411,HBA,SYD,162,VA
84412,HBA,SYD,98,VA
84413,HIR,BNE,162,VA
84414,HKT,PER,162,VA
84415,HNL,SYD,293,VA
84416,HTI,BNE,126,VA
84417,HTI,BNE,162,VA
84418,HTI,MEL,162,VA
84419,HTI,SYD,162,VA
84420,HVB,SYD,98,VA
84421,HVB,SYD,162,VA
84422,IAH,ATL,172,VA
84423,IAH,ATL,106,VA
84424,IAH,ATL,124,VA
84425,IND,ATL,172,VA
84426,IND,ATL,150,VA
84427,IND,ATL,187,VA
84428,ISA,BNE,98,VA
84429,ISB,AUH,150,VA
84430,ISB,AUH,293,VA
84431,JNB,CPT,368.0,VA
84432,JNB,SIN,368.0,VA
84433,KGI,MEL,98,VA
84434,KGI,PER,98,VA
84435,KGI,PER,100,VA
84436,KNX,PER,100,VA
84437,KTA,PER,98,VA
84438,KTA,PER,162,VA
